               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.030349,             0.10628,          0.00031663,             0.82486,              0.7715,             0.73228,             0.28432,            0.029535,             0.38973,          0.00023442,             0.00604,             0.00604,             0.00604
                  22,            0.029688,             0.10577,          0.00034869,               0.802,             0.76349,             0.70803,             0.27558,            0.029565,             0.39041,          0.00021371,            0.005842,            0.005842,            0.005842
                  23,            0.029095,             0.10502,          0.00034112,             0.79445,             0.75316,             0.68956,             0.26854,            0.029546,             0.39306,          0.00022082,            0.005644,            0.005644,            0.005644
                  24,            0.028989,             0.10421,          0.00028674,             0.83333,             0.78878,             0.75996,             0.29326,            0.030005,             0.39577,           0.0002612,            0.005446,            0.005446,            0.005446
                  25,            0.028294,             0.10307,          0.00029794,             0.82428,             0.78126,             0.73971,              0.2818,            0.029843,             0.39665,          0.00028237,            0.005248,            0.005248,            0.005248
                  26,             0.02798,             0.10311,          0.00028253,             0.80231,             0.77279,             0.71491,             0.27409,            0.029903,             0.39948,          0.00026383,             0.00505,             0.00505,             0.00505
                  27,            0.027493,             0.10192,          0.00028506,             0.81323,             0.77244,             0.73506,             0.27992,            0.029856,             0.40089,          0.00031148,            0.004852,            0.004852,            0.004852
                  28,            0.027373,             0.10105,          0.00027994,             0.80178,             0.77272,             0.71743,             0.27605,            0.029774,             0.40301,          0.00024532,            0.004654,            0.004654,            0.004654
                  29,            0.027014,             0.10039,          0.00028694,             0.79865,              0.7587,             0.70774,             0.27481,              0.0301,             0.40733,          0.00025849,            0.004456,            0.004456,            0.004456
                  30,            0.026528,            0.098501,          0.00024781,             0.79929,             0.76802,             0.71375,             0.27874,            0.030241,              0.4111,          0.00021972,            0.004258,            0.004258,            0.004258
                  31,            0.026209,            0.097848,          0.00026094,             0.79176,             0.75619,             0.70493,             0.27182,            0.030468,             0.41724,          0.00027688,             0.00406,             0.00406,             0.00406
                  32,            0.025699,            0.098312,          0.00025814,             0.79297,             0.75481,             0.70153,             0.26852,            0.030591,             0.41332,          0.00024453,            0.003862,            0.003862,            0.003862
                  33,            0.025177,            0.095401,           0.0002597,             0.80606,             0.76504,             0.72063,             0.27823,            0.030191,             0.41645,          0.00023324,            0.003664,            0.003664,            0.003664
                  34,            0.025231,            0.096458,          0.00024065,             0.78992,             0.75874,             0.70931,             0.27453,            0.030107,             0.41598,          0.00022972,            0.003466,            0.003466,            0.003466
                  35,            0.024799,            0.095056,          0.00023045,             0.80214,             0.76763,             0.71195,             0.27657,            0.030339,             0.42248,          0.00025706,            0.003268,            0.003268,            0.003268
                  36,            0.024611,            0.094925,          0.00025396,             0.79646,               0.763,             0.71152,             0.27488,            0.030308,             0.42175,          0.00032133,             0.00307,             0.00307,             0.00307
                  37,            0.024475,            0.094514,          0.00025662,             0.79316,             0.76455,               0.707,             0.27069,             0.03041,             0.42305,          0.00019612,            0.002872,            0.002872,            0.002872
                  38,            0.024506,            0.094113,          0.00021682,             0.79309,             0.76706,              0.7141,             0.27681,            0.030563,              0.4281,          0.00025076,            0.002674,            0.002674,            0.002674
                  39,            0.023909,            0.093976,          0.00020128,             0.80155,             0.76958,             0.71916,             0.27983,            0.030295,             0.42189,          0.00022164,            0.002476,            0.002476,            0.002476
                  40,            0.023625,            0.093338,          0.00019639,             0.80402,             0.77133,             0.72666,             0.27443,            0.030528,             0.42658,          0.00023253,            0.002278,            0.002278,            0.002278
                  41,            0.023472,            0.092684,          0.00022557,             0.78477,             0.75829,             0.69169,              0.2686,            0.030501,             0.42753,          0.00026349,             0.00208,             0.00208,             0.00208
                  42,            0.023226,            0.092687,          0.00019223,             0.79797,             0.76243,             0.71285,             0.27352,            0.030347,             0.42897,          0.00020701,            0.001882,            0.001882,            0.001882
                  43,            0.023031,            0.092275,          0.00019549,             0.79771,             0.77445,             0.71761,             0.27493,            0.030455,              0.4271,          0.00024464,            0.001684,            0.001684,            0.001684
                  44,            0.022883,            0.091285,          0.00018905,             0.80463,             0.77312,             0.72207,             0.27865,            0.030379,             0.42688,          0.00021738,            0.001486,            0.001486,            0.001486
                  45,            0.023048,            0.091772,          0.00021147,             0.81283,             0.77959,             0.74256,             0.28467,            0.030314,             0.42932,          0.00022066,            0.001288,            0.001288,            0.001288
                  46,            0.022631,            0.091749,          0.00018588,             0.79577,             0.76795,             0.71073,             0.27615,            0.030295,             0.43087,          0.00022851,             0.00109,             0.00109,             0.00109
                  47,            0.022628,            0.089887,          0.00019738,             0.79457,             0.76901,             0.71445,             0.27494,            0.030469,             0.43377,          0.00025199,            0.000892,            0.000892,            0.000892
                  48,            0.022593,            0.090546,          0.00020208,             0.79626,             0.77114,             0.71851,             0.27628,            0.030425,              0.4326,           0.0002274,            0.000694,            0.000694,            0.000694
                  49,            0.022202,             0.08984,          0.00018061,             0.80132,             0.77395,             0.72056,             0.27744,            0.030265,             0.43385,           0.0002036,            0.000496,            0.000496,            0.000496
